# ; 1/2 chord locations of the cross-sections
# ; node  X_coordinate[m]	Y_coordinate[m]	Z_coordinate[m]	Twist[deg.]
1	2.276600e-02	-6.354000e-03	0.000000e+00	-1.559460e+01
2	2.146500e-02	-5.666000e-03	4.629800e-02	-1.559653e+01
3	1.752500e-02	-3.578000e-03	1.851180e-01	-1.560176e+01
4	1.083700e-02	-3.000000e-05	4.162370e-01	-1.560870e+01
5	1.232000e-03	5.078000e-03	7.392820e-01	-1.561480e+01
6	-1.150900e-02	1.187400e-02	1.153735e+00	-1.561669e+01
7	-2.762700e-02	2.049900e-02	1.658929e+00	-1.561041e+01
8	-4.736500e-02	3.110200e-02	2.254052e+00	-1.559172e+01
9	-7.093200e-02	4.381500e-02	2.938147e+00	-1.555632e+01
10	-9.847100e-02	5.873800e-02	3.710115e+00	-1.550032e+01
11	-1.302280e-01	7.607100e-02	4.568712e+00	-1.541568e+01
12	-1.673890e-01	9.665300e-02	5.512538e+00	-1.527056e+01
13	-2.099640e-01	1.202760e-01	6.540106e+00	-1.505945e+01
14	-2.573850e-01	1.461960e-01	7.649814e+00	-1.478818e+01
15	-3.086370e-01	1.732230e-01	8.839955e+00	-1.447031e+01
16	-3.644830e-01	2.021080e-01	1.010860e+01	-1.407114e+01
17	-4.250930e-01	2.327830e-01	1.145373e+01	-1.357476e+01
18	-4.888830e-01	2.631980e-01	1.287332e+01	-1.301032e+01
19	-5.542930e-01	2.913770e-01	1.436524e+01	-1.240957e+01
20	-6.231400e-01	3.196150e-01	1.592706e+01	-1.173685e+01
21	-6.928120e-01	3.448350e-01	1.755637e+01	-1.101976e+01
22	-7.588310e-01	3.617180e-01	1.925075e+01	-1.031508e+01
23	-8.240410e-01	3.732180e-01	2.100757e+01	-9.625058e+00
24	-8.859550e-01	3.822430e-01	2.282403e+01	-8.942431e+00
25	-9.329120e-01	3.850680e-01	2.469724e+01	-8.304083e+00
26	-9.642170e-01	3.809190e-01	2.662432e+01	-7.729652e+00
27	-9.902890e-01	3.739570e-01	2.860220e+01	-7.190310e+00
28	-1.003582e+00	3.650490e-01	3.062754e+01	-6.664282e+00
29	-1.002700e+00	3.544960e-01	3.269700e+01	-6.129547e+00
30	-9.986390e-01	3.419220e-01	3.480740e+01	-5.593427e+00
31	-9.910140e-01	3.283730e-01	3.695536e+01	-5.082202e+00
32	-9.793990e-01	3.145460e-01	3.913747e+01	-4.609088e+00
33	-9.656820e-01	2.994340e-01	4.135028e+01	-4.160455e+00
34	-9.524590e-01	2.820720e-01	4.359027e+01	-3.747450e+00
35	-9.416000e-01	2.585630e-01	4.585390e+01	-3.371874e+00
36	-9.318060e-01	2.251330e-01	4.813759e+01	-3.020517e+00
37	-9.213140e-01	1.848400e-01	5.043758e+01	-2.693323e+00
38	-9.093900e-01	1.334950e-01	5.275017e+01	-2.385924e+00
39	-8.963960e-01	7.012300e-02	5.507177e+01	-2.094074e+00
40	-8.820380e-01	4.025000e-03	5.739875e+01	-1.818414e+00
41	-8.654420e-01	-6.411700e-02	5.972754e+01	-1.554421e+00
42	-8.471200e-01	-1.384270e-01	6.205428e+01	-1.304730e+00
43	-8.280680e-01	-2.219280e-01	6.437502e+01	-1.075363e+00
44	-8.078640e-01	-3.199880e-01	6.668613e+01	-8.632070e-01
45	-7.866810e-01	-4.276820e-01	6.898396e+01	-6.615170e-01
46	-7.646200e-01	-5.429890e-01	7.126479e+01	-4.688910e-01
47	-7.415280e-01	-6.675880e-01	7.352507e+01	-2.843430e-01
48	-7.178410e-01	-7.938650e-01	7.576151e+01	-9.471000e-02
49	-6.933800e-01	-9.211690e-01	7.797062e+01	9.922200e-02
50	-6.686700e-01	-1.050908e+00	8.014879e+01	3.062140e-01
51	-6.441840e-01	-1.183410e+00	8.229254e+01	5.433120e-01
52	-6.198640e-01	-1.318851e+00	8.439850e+01	8.064980e-01
53	-5.962140e-01	-1.456525e+00	8.646328e+01	1.071414e+00
54	-5.732580e-01	-1.597051e+00	8.848362e+01	1.344355e+00
55	-5.509050e-01	-1.738401e+00	9.045640e+01	1.589195e+00
56	-5.292770e-01	-1.880619e+00	9.237848e+01	1.805957e+00
57	-5.080490e-01	-2.021696e+00	9.424694e+01	1.968295e+00
58	-4.870090e-01	-2.159985e+00	9.605893e+01	2.080043e+00
59	-4.662800e-01	-2.296108e+00	9.781152e+01	2.143865e+00
60	-4.458730e-01	-2.430186e+00	9.950190e+01	2.165825e+00
61	-4.258640e-01	-2.561760e+00	1.011274e+02	2.168692e+00
62	-4.061930e-01	-2.690520e+00	1.026855e+02	2.149526e+00
63	-3.874020e-01	-2.816048e+00	1.041737e+02	2.122578e+00
64	-3.697300e-01	-2.938054e+00	1.055897e+02	2.085085e+00
65	-3.536670e-01	-3.056174e+00	1.069313e+02	2.037724e+00
66	-3.392670e-01	-3.170105e+00	1.081963e+02	1.976108e+00
67	-3.246960e-01	-3.278392e+00	1.093828e+02	1.910980e+00
68	-3.095640e-01	-3.380502e+00	1.104890e+02	1.843394e+00
